,a,e
21811,0.056,0.093
21812,0.057,0.093
21813,0.057,0.093
21814,0.057,0.093
21815,0.057,0.093
21816,0.056,0.093
21817,0.056,0.093
21818,0.056,0.093
21819,0.056,0.093
21820,0.055,0.093
21821,0.055,0.093
21822,0.054,0.093
21823,0.054,0.093
21824,0.054,0.093
21825,0.054,0.092
21826,0.054,0.092
21827,0.054,0.092
21828,0.054,0.092
21829,0.054,0.092
21830,0.054,0.092
21831,0.054,0.092
21832,0.054,0.092
21833,0.054,0.092
21834,0.054,0.092
21835,0.054,0.093
21836,0.054,0.093
21837,0.054,0.093
21838,0.054,0.093
21839,0.054,0.093
21840,0.054,0.093
21841,0.054,0.094
21842,0.054,0.094
21843,0.054,0.093
21844,0.054,0.092
21845,0.054,0.092
21846,0.054,0.093
21847,0.054,0.093
21848,0.053,0.093
21849,0.053,0.093
21850,0.052,0.094
21851,0.052,0.094
21852,0.052,0.094
21853,0.052,0.094
21854,0.052,0.094
21855,0.052,0.094
21856,0.052,0.094
21857,0.052,0.094
21858,0.052,0.094
21859,0.052,0.094
21860,0.052,0.094
21861,0.052,0.093
21862,0.052,0.094
21863,0.052,0.094
21864,0.051,0.094
21865,0.051,0.094
21866,0.051,0.094
21867,0.051,0.094
21868,0.051,0.093
21869,0.051,0.093
21870,0.051,0.093
21871,0.051,0.093
21872,0.051,0.093
21873,0.051,0.093
21874,0.051,0.093
21875,0.051,0.092
21876,0.051,0.092
21877,0.051,0.092
21878,0.051,0.092
21879,0.051,0.092
21880,0.051,0.093
21881,0.051,0.093
21882,0.051,0.093
21883,0.051,0.093
21884,0.051,0.093
21885,0.051,0.093
21886,0.051,0.093
21887,0.052,0.093
21888,0.052,0.093
21889,0.052,0.093
21890,0.051,0.093
21891,0.051,0.093
21892,0.052,0.093
21893,0.052,0.093
21894,0.052,0.093
21895,0.052,0.093
21896,0.052,0.094
21897,0.052,0.094
21898,0.052,0.094
21899,0.052,0.094
21900,0.052,0.094
21901,0.052,0.094
21902,0.052,0.094
21903,0.052,0.094
21904,0.052,0.094
21905,0.052,0.095
21906,0.053,0.095
21907,0.053,0.095
21908,0.053,0.094
21909,0.053,0.094
21910,0.053,0.094
21911,0.053,0.094
21912,0.053,0.094
21913,0.052,0.094
21914,0.052,0.094
21915,0.052,0.094
21916,0.052,0.094
21917,0.052,0.094
21918,0.052,0.094
21919,0.052,0.094
21920,0.051,0.095
21921,0.051,0.095
21922,0.051,0.095
21923,0.051,0.095
21924,0.051,0.095
21925,0.051,0.095
21926,0.051,0.095
21927,0.051,0.095
21928,0.051,0.095
21929,0.051,0.094
21930,0.051,0.094
21931,0.051,0.094
21932,0.05,0.094
21933,0.05,0.094
21934,0.05,0.094
21935,0.05,0.094
21936,0.05,0.094
21937,0.05,0.094
21938,0.05,0.093
21939,0.05,0.094
21940,0.05,0.094
21941,0.05,0.094
21942,0.05,0.094
21943,0.05,0.094
21944,0.05,0.094
21945,0.05,0.095
21946,0.051,0.095
21947,0.051,0.095
21948,0.051,0.095
21949,0.051,0.095
21950,0.051,0.095
21951,0.051,0.095
21952,0.051,0.095
21953,0.051,0.095
21954,0.051,0.096
21955,0.051,0.096
21956,0.051,0.096
21957,0.051,0.096
21958,0.05,0.096
21959,0.05,0.097
21960,0.05,0.097
21961,0.05,0.096
21962,0.05,0.096
21963,0.051,0.096
21964,0.051,0.096
21965,0.051,0.096
21966,0.051,0.096
21967,0.051,0.096
21968,0.05,0.096
21969,0.05,0.097
21970,0.05,0.097
21971,0.05,0.097
21972,0.05,0.097
21973,0.05,0.098
21974,0.05,0.098
21975,0.049,0.098
21976,0.049,0.098
21977,0.049,0.098
21978,0.049,0.098
21979,0.049,0.099
21980,0.049,0.099
21981,0.048,0.099
21982,0.049,0.099
21983,0.049,0.099
21984,0.049,0.099
21985,0.049,0.099
21986,0.049,0.099
21987,0.05,0.099
21988,0.049,0.099
21989,0.049,0.099
21990,0.049,0.099
21991,0.049,0.1
21992,0.049,0.1
21993,0.049,0.1
21994,0.05,0.1
21995,0.05,0.1
21996,0.051,0.1
21997,0.051,0.099
21998,0.051,0.098
21999,0.051,0.098
22000,0.051,0.098
22001,0.051,0.098
22002,0.051,0.098
22003,0.051,0.098
22004,0.051,0.098
22005,0.051,0.098
22006,0.051,0.098
22007,0.051,0.098
22008,0.051,0.098
22009,0.051,0.097
22010,0.051,0.097
22011,0.051,0.097
22012,0.051,0.097
22013,0.05,0.097
22014,0.05,0.097
22015,0.051,0.097
22016,0.051,0.097
22017,0.051,0.097
22018,0.051,0.097
22019,0.051,0.097
22020,0.051,0.097
22021,0.051,0.097
22022,0.051,0.097
22023,0.051,0.098
22024,0.051,0.098
22025,0.051,0.098
22026,0.051,0.098
22027,0.051,0.098
22028,0.051,0.098
22029,0.051,0.098
22030,0.051,0.098
22031,0.051,0.099
22032,0.051,0.099
22033,0.051,0.099
22034,0.051,0.099
22035,0.051,0.099
22036,0.051,0.098
22037,0.051,0.098
22038,0.051,0.098
22039,0.051,0.098
22040,0.051,0.098
22041,0.05,0.098
22042,0.05,0.098
22043,0.05,0.098
22044,0.051,0.098
22045,0.051,0.097
22046,0.05,0.097
22047,0.05,0.097
22048,0.05,0.097
22049,0.05,0.098
22050,0.05,0.097
22051,0.05,0.097
22052,0.05,0.097
22053,0.05,0.098
22054,0.05,0.098
22055,0.05,0.098
22056,0.05,0.097
22057,0.05,0.097
22058,0.05,0.097
22059,0.05,0.097
22060,0.05,0.097
22061,0.05,0.097
22062,0.05,0.097
22063,0.05,0.098
22064,0.05,0.098
22065,0.05,0.098
22066,0.05,0.098
22067,0.051,0.098
22068,0.051,0.098
22069,0.051,0.098
22070,0.051,0.098
22071,0.051,0.098
22072,0.051,0.098
22073,0.051,0.098
22074,0.051,0.098
22075,0.051,0.097
22076,0.051,0.097
22077,0.051,0.097
22078,0.051,0.097
22079,0.051,0.097
22080,0.051,0.097
22081,0.052,0.097
22082,0.052,0.097
22083,0.052,0.097
22084,0.052,0.097
22085,0.052,0.097
22086,0.052,0.097
22087,0.051,0.097
22088,0.051,0.097
22089,0.051,0.097
22090,0.051,0.097
22091,0.051,0.097
22092,0.051,0.097
22093,0.051,0.097
22094,0.051,0.097
22095,0.051,0.097
22096,0.051,0.097
22097,0.051,0.097
22098,0.051,0.097
22099,0.051,0.097
22100,0.051,0.097
22101,0.051,0.097
22102,0.051,0.097
22103,0.051,0.097
22104,0.051,0.097
22105,0.051,0.097
22106,0.051,0.097
22107,0.051,0.097
22108,0.051,0.097
22109,0.051,0.097
22110,0.051,0.097
22111,0.051,0.097
22112,0.051,0.097
22113,0.051,0.097
22114,0.051,0.097
22115,0.051,0.097
22116,0.051,0.097
22117,0.051,0.097
22118,0.051,0.097
22119,0.051,0.097
22120,0.051,0.097
22121,0.051,0.097
22122,0.051,0.096
22123,0.052,0.096
22124,0.052,0.096
22125,0.052,0.095
22126,0.052,0.095
22127,0.052,0.095
22128,0.052,0.095
22129,0.052,0.096
22130,0.052,0.096
22131,0.052,0.096
22132,0.052,0.096
22133,0.052,0.096
22134,0.052,0.096
22135,0.052,0.096
22136,0.052,0.096
22137,0.052,0.096
22138,0.052,0.096
22139,0.052,0.096
22140,0.052,0.096
22141,0.052,0.096
22142,0.052,0.096
22143,0.052,0.096
22144,0.052,0.097
22145,0.052,0.097
22146,0.052,0.097
22147,0.052,0.096
22148,0.052,0.096
22149,0.052,0.097
22150,0.051,0.097
22151,0.051,0.097
22152,0.051,0.097
22153,0.051,0.097
22154,0.051,0.096
22155,0.051,0.096
22156,0.051,0.096
22157,0.051,0.096
22158,0.051,0.096
22159,0.051,0.096
22160,0.051,0.096
22161,0.051,0.096
22162,0.051,0.096
22163,0.051,0.096
22164,0.051,0.096
22165,0.051,0.097
22166,0.051,0.097
22167,0.051,0.097
22168,0.051,0.097
22169,0.051,0.097
22170,0.051,0.097
22171,0.051,0.097
22172,0.051,0.097
22173,0.051,0.096
22174,0.051,0.096
22175,0.051,0.096
22176,0.051,0.096
22177,0.051,0.096
22178,0.051,0.096
22179,0.05,0.096
22180,0.05,0.096
22181,0.05,0.096
22182,0.05,0.095
22183,0.05,0.095
22184,0.05,0.095
22185,0.05,0.095
22186,0.05,0.095
22187,0.05,0.095
22188,0.05,0.094
22189,0.05,0.094
22190,0.051,0.094
22191,0.051,0.093
22192,0.051,0.093
22193,0.051,0.093
22194,0.051,0.093
22195,0.051,0.094
22196,0.051,0.094
22197,0.051,0.094
22198,0.05,0.095
22199,0.05,0.095
22200,0.05,0.095
22201,0.05,0.095
22202,0.05,0.095
22203,0.05,0.095
22204,0.05,0.095
22205,0.05,0.095
22206,0.05,0.094
22207,0.05,0.094
22208,0.05,0.094
22209,0.05,0.094
22210,0.049,0.094
22211,0.049,0.094
22212,0.049,0.094
22213,0.049,0.094
22214,0.049,0.094
22215,0.049,0.094
22216,0.049,0.094
22217,0.049,0.094
22218,0.049,0.094
22219,0.049,0.094
22220,0.049,0.094
22221,0.049,0.094
22222,0.05,0.094
22223,0.05,0.094
22224,0.05,0.094
22225,0.049,0.094
22226,0.049,0.094
22227,0.049,0.094
22228,0.048,0.094
22229,0.049,0.094
22230,0.049,0.094
22231,0.049,0.093
22232,0.049,0.093
22233,0.049,0.094
22234,0.049,0.094
22235,0.049,0.094
22236,0.049,0.094
22237,0.049,0.093
22238,0.049,0.093
22239,0.049,0.093
22240,0.049,0.093
22241,0.049,0.093
22242,0.049,0.093
22243,0.049,0.093
22244,0.049,0.094
22245,0.049,0.094
22246,0.049,0.094
22247,0.049,0.094
22248,0.049,0.094
22249,0.049,0.094
22250,0.049,0.094
22251,0.049,0.094
22252,0.049,0.094
22253,0.049,0.093
22254,0.049,0.093
22255,0.049,0.093
22256,0.05,0.092
22257,0.05,0.092
22258,0.05,0.093
22259,0.05,0.093
22260,0.05,0.093
22261,0.05,0.094
22262,0.05,0.095
22263,0.05,0.095
22264,0.05,0.095
22265,0.05,0.095
22266,0.051,0.095
22267,0.051,0.095
22268,0.051,0.095
22269,0.051,0.095
22270,0.051,0.095
22271,0.051,0.095
22272,0.051,0.095
22273,0.051,0.095
22274,0.051,0.095
22275,0.051,0.095
22276,0.051,0.096
22277,0.051,0.096
22278,0.051,0.096
22279,0.052,0.096
22280,0.051,0.096
22281,0.051,0.096
22282,0.051,0.096
22283,0.051,0.096
22284,0.051,0.096
22285,0.051,0.096
22286,0.051,0.096
22287,0.051,0.096
22288,0.05,0.096
22289,0.05,0.096
22290,0.05,0.096
22291,0.051,0.096
22292,0.051,0.095
22293,0.05,0.095
22294,0.05,0.095
22295,0.05,0.094
22296,0.05,0.095
22297,0.05,0.095
22298,0.05,0.095
22299,0.051,0.095
22300,0.051,0.095
22301,0.051,0.094
22302,0.051,0.094
22303,0.051,0.094
22304,0.051,0.093
22305,0.051,0.094
22306,0.051,0.094
22307,0.051,0.094
22308,0.051,0.094
22309,0.051,0.094
22310,0.051,0.094
22311,0.051,0.095
22312,0.051,0.095
22313,0.051,0.095
22314,0.051,0.095
22315,0.051,0.095
22316,0.051,0.095
22317,0.051,0.095
22318,0.051,0.095
22319,0.051,0.095
22320,0.051,0.095
22321,0.051,0.094
22322,0.05,0.094
22323,0.05,0.094
22324,0.05,0.095
22325,0.05,0.095
22326,0.05,0.096
22327,0.05,0.096
22328,0.051,0.096
22329,0.051,0.096
22330,0.051,0.096
22331,0.051,0.097
22332,0.051,0.097
22333,0.051,0.097
22334,0.051,0.097
22335,0.051,0.097
22336,0.05,0.097
22337,0.05,0.097
22338,0.05,0.097
22339,0.05,0.097
22340,0.05,0.097
22341,0.05,0.097
22342,0.05,0.097
22343,0.05,0.096
22344,0.05,0.096
22345,0.05,0.096
22346,0.05,0.096
22347,0.05,0.097
22348,0.05,0.097
22349,0.05,0.097
22350,0.05,0.097
22351,0.05,0.097
22352,0.05,0.097
22353,0.05,0.097
22354,0.05,0.097
22355,0.05,0.097
22356,0.05,0.096
22357,0.05,0.096
22358,0.05,0.096
22359,0.05,0.097
22360,0.05,0.096
22361,0.05,0.096
22362,0.05,0.097
22363,0.05,0.097
22364,0.05,0.096
22365,0.05,0.097
22366,0.05,0.097
22367,0.05,0.097
22368,0.05,0.097
22369,0.051,0.097
22370,0.051,0.097
22371,0.051,0.097
22372,0.051,0.097
22373,0.052,0.096
22374,0.052,0.096
22375,0.052,0.095
22376,0.052,0.096
22377,0.052,0.096
22378,0.052,0.096
22379,0.051,0.096
22380,0.051,0.096
22381,0.051,0.096
22382,0.051,0.096
22383,0.05,0.096
22384,0.051,0.096
22385,0.051,0.096
22386,0.051,0.096
22387,0.051,0.096
22388,0.051,0.096
22389,0.051,0.096
22390,0.051,0.095
22391,0.051,0.095
22392,0.051,0.095
22393,0.051,0.095
22394,0.051,0.095
22395,0.051,0.095
22396,0.051,0.096
22397,0.051,0.096
22398,0.051,0.096
22399,0.051,0.096
22400,0.051,0.096
22401,0.051,0.096
22402,0.051,0.096
22403,0.051,0.096
22404,0.051,0.096
22405,0.051,0.096
22406,0.051,0.096
22407,0.051,0.096
22408,0.051,0.096
22409,0.051,0.096
22410,0.051,0.096
22411,0.051,0.096
22412,0.051,0.096
22413,0.051,0.097
22414,0.051,0.097
22415,0.051,0.098
22416,0.051,0.098
22417,0.051,0.098
22418,0.051,0.097
22419,0.051,0.097
22420,0.051,0.097
22421,0.051,0.097
22422,0.051,0.098
22423,0.05,0.098
22424,0.05,0.098
22425,0.05,0.098
22426,0.05,0.098
22427,0.05,0.098
22428,0.05,0.099
22429,0.05,0.099
22430,0.05,0.098
22431,0.05,0.098
22432,0.05,0.098
22433,0.05,0.098
22434,0.05,0.099
22435,0.05,0.099
22436,0.051,0.099
22437,0.051,0.098
22438,0.051,0.098
22439,0.051,0.097
22440,0.051,0.097
22441,0.051,0.097
22442,0.051,0.097
22443,0.051,0.098
22444,0.051,0.098
22445,0.052,0.098
22446,0.052,0.098
22447,0.052,0.098
22448,0.051,0.099
22449,0.051,0.099
22450,0.051,0.099
22451,0.051,0.1
22452,0.051,0.1
22453,0.051,0.1
22454,0.051,0.1
22455,0.05,0.1
22456,0.05,0.1
22457,0.05,0.099
22458,0.05,0.099
22459,0.05,0.099
22460,0.05,0.099
22461,0.049,0.099
22462,0.049,0.099
22463,0.049,0.098
22464,0.049,0.098
22465,0.048,0.098
22466,0.048,0.098
22467,0.048,0.098
22468,0.048,0.098
22469,0.048,0.098
22470,0.048,0.098
22471,0.048,0.098
22472,0.048,0.098
22473,0.048,0.098
22474,0.048,0.098
22475,0.048,0.098
22476,0.048,0.098
22477,0.048,0.098
22478,0.048,0.097
22479,0.048,0.097
22480,0.048,0.097
22481,0.048,0.097
22482,0.047,0.097
22483,0.047,0.097
22484,0.047,0.097
22485,0.047,0.096
22486,0.047,0.096
22487,0.047,0.096
22488,0.047,0.097
22489,0.047,0.097
22490,0.047,0.097
22491,0.047,0.097
22492,0.048,0.096
22493,0.048,0.096
22494,0.049,0.096
22495,0.049,0.096
22496,0.049,0.096
22497,0.048,0.097
22498,0.048,0.097
22499,0.048,0.097
22500,0.048,0.096
22501,0.048,0.096
22502,0.048,0.096
22503,0.049,0.096
22504,0.049,0.096
22505,0.049,0.096
22506,0.049,0.096
22507,0.049,0.096
22508,0.049,0.096
22509,0.049,0.096
22510,0.049,0.095
22511,0.049,0.095
22512,0.049,0.095
22513,0.049,0.095
22514,0.049,0.095
22515,0.049,0.095
22516,0.049,0.095
22517,0.049,0.095
22518,0.048,0.095
22519,0.048,0.095
22520,0.048,0.095
22521,0.048,0.095
22522,0.048,0.095
22523,0.048,0.095
22524,0.048,0.095
22525,0.048,0.095
22526,0.048,0.095
22527,0.048,0.095
22528,0.048,0.096
22529,0.047,0.096
22530,0.047,0.096
22531,0.047,0.096
22532,0.047,0.096
22533,0.048,0.096
22534,0.048,0.096
22535,0.047,0.096
22536,0.047,0.096
22537,0.047,0.096
22538,0.047,0.096
22539,0.047,0.097
22540,0.047,0.097
22541,0.047,0.097
22542,0.047,0.097
22543,0.047,0.097
22544,0.047,0.097
22545,0.047,0.097
22546,0.047,0.097
22547,0.047,0.097
22548,0.047,0.097
22549,0.047,0.097
22550,0.047,0.097
22551,0.047,0.097
22552,0.047,0.096
22553,0.047,0.096
22554,0.048,0.096
22555,0.048,0.096
22556,0.048,0.096
22557,0.048,0.096
22558,0.047,0.096
22559,0.048,0.096
22560,0.047,0.096
22561,0.047,0.096
22562,0.047,0.096
22563,0.047,0.096
22564,0.047,0.096
22565,0.047,0.097
22566,0.047,0.098
22567,0.047,0.098
22568,0.048,0.098
22569,0.048,0.097
22570,0.048,0.097
22571,0.048,0.097
22572,0.048,0.097
22573,0.048,0.097
22574,0.048,0.097
22575,0.049,0.097
22576,0.049,0.097
22577,0.049,0.097
22578,0.049,0.096
22579,0.049,0.096
22580,0.049,0.096
22581,0.049,0.096
22582,0.049,0.095
22583,0.049,0.095
22584,0.049,0.095
22585,0.049,0.096
22586,0.049,0.096
22587,0.049,0.096
22588,0.049,0.096
22589,0.049,0.097
22590,0.049,0.097
22591,0.049,0.097
22592,0.049,0.097
22593,0.049,0.097
22594,0.049,0.097
22595,0.049,0.097
22596,0.049,0.097
22597,0.049,0.097
22598,0.049,0.098
22599,0.049,0.098
22600,0.049,0.098
22601,0.048,0.098
22602,0.048,0.098
22603,0.048,0.098
22604,0.048,0.098
22605,0.048,0.099
22606,0.048,0.099
22607,0.048,0.099
22608,0.048,0.099
22609,0.049,0.099
22610,0.049,0.099
22611,0.049,0.099
22612,0.049,0.099
22613,0.049,0.099
22614,0.049,0.099
22615,0.049,0.098
22616,0.049,0.097
22617,0.049,0.097
22618,0.049,0.097
22619,0.049,0.097
22620,0.049,0.097
22621,0.049,0.097
22622,0.049,0.097
22623,0.049,0.097
22624,0.049,0.097
22625,0.049,0.097
22626,0.049,0.096
22627,0.049,0.096
22628,0.049,0.096
22629,0.049,0.096
22630,0.049,0.095
22631,0.049,0.095
22632,0.05,0.095
22633,0.05,0.095
22634,0.05,0.094
22635,0.05,0.094
22636,0.05,0.094
22637,0.05,0.094
22638,0.051,0.094
22639,0.05,0.094
22640,0.05,0.094
22641,0.05,0.094
22642,0.05,0.094
22643,0.05,0.094
22644,0.05,0.094
22645,0.05,0.095
22646,0.049,0.095
22647,0.049,0.095
22648,0.049,0.095
22649,0.049,0.095
22650,0.049,0.095
22651,0.049,0.095
22652,0.048,0.095
22653,0.048,0.095
22654,0.048,0.095
22655,0.048,0.095
22656,0.048,0.095
22657,0.048,0.095
22658,0.048,0.095
22659,0.047,0.095
22660,0.047,0.095
22661,0.047,0.095
22662,0.047,0.095
22663,0.047,0.095
22664,0.047,0.095
22665,0.047,0.094
22666,0.047,0.093
22667,0.047,0.093
22668,0.047,0.093
22669,0.047,0.093
22670,0.047,0.092
22671,0.047,0.092
22672,0.047,0.092
22673,0.047,0.092
22674,0.047,0.092
22675,0.047,0.092
22676,0.047,0.092
22677,0.047,0.092
22678,0.046,0.092
22679,0.046,0.092
22680,0.046,0.092
22681,0.046,0.092
22682,0.046,0.092
22683,0.046,0.093
22684,0.046,0.093
22685,0.046,0.092
22686,0.046,0.092
22687,0.046,0.092
22688,0.046,0.092
22689,0.046,0.092
22690,0.046,0.092
22691,0.046,0.092
22692,0.046,0.092
22693,0.045,0.092
22694,0.045,0.092
22695,0.045,0.092
22696,0.045,0.092
22697,0.046,0.092
22698,0.046,0.091
22699,0.046,0.091
22700,0.046,0.091
22701,0.046,0.091
22702,0.046,0.091
22703,0.046,0.091
22704,0.046,0.091
22705,0.046,0.091
22706,0.046,0.091
22707,0.046,0.091
22708,0.046,0.09
22709,0.047,0.09
22710,0.047,0.09
22711,0.047,0.089
22712,0.047,0.089
22713,0.047,0.089
22714,0.047,0.089
22715,0.047,0.089
22716,0.047,0.089
22717,0.048,0.089
22718,0.048,0.089
22719,0.048,0.089
22720,0.049,0.089
22721,0.049,0.088
22722,0.049,0.088
22723,0.049,0.089
22724,0.049,0.088
22725,0.049,0.088
22726,0.05,0.088
22727,0.05,0.087
22728,0.05,0.087
22729,0.05,0.086
22730,0.05,0.086
22731,0.05,0.086
22732,0.05,0.086
22733,0.05,0.086
22734,0.051,0.085
22735,0.051,0.085
22736,0.051,0.085
22737,0.051,0.085
22738,0.051,0.085
22739,0.051,0.085
22740,0.051,0.085
22741,0.051,0.085
22742,0.051,0.085
22743,0.051,0.084
22744,0.051,0.084
22745,0.051,0.084
22746,0.051,0.084
22747,0.051,0.084
22748,0.051,0.084
22749,0.051,0.084
22750,0.051,0.083
22751,0.051,0.083
22752,0.051,0.083
22753,0.051,0.083
22754,0.051,0.083
22755,0.051,0.083
22756,0.051,0.083
22757,0.051,0.083
22758,0.051,0.083
22759,0.051,0.083
22760,0.051,0.082
22761,0.051,0.081
22762,0.051,0.081
22763,0.051,0.081
22764,0.051,0.081
22765,0.051,0.081
22766,0.051,0.081
22767,0.051,0.081
22768,0.051,0.08
22769,0.051,0.08
22770,0.051,0.08
22771,0.05,0.08
22772,0.05,0.08
22773,0.05,0.08
22774,0.05,0.08
22775,0.05,0.08
22776,0.05,0.079
22777,0.05,0.079
22778,0.05,0.079
22779,0.05,0.078
22780,0.05,0.078
22781,0.05,0.079
22782,0.049,0.079
22783,0.049,0.079
22784,0.049,0.079
22785,0.05,0.078
22786,0.05,0.078
22787,0.05,0.078
22788,0.049,0.078
22789,0.049,0.078
22790,0.049,0.078
22791,0.049,0.078
22792,0.049,0.078
22793,0.049,0.078
22794,0.049,0.078
22795,0.049,0.078
22796,0.049,0.078
22797,0.049,0.078
22798,0.049,0.079
22799,0.049,0.079
22800,0.049,0.079
22801,0.049,0.079
22802,0.049,0.079
22803,0.049,0.079
22804,0.049,0.079
22805,0.049,0.079
22806,0.049,0.079
22807,0.049,0.079
22808,0.049,0.079
22809,0.049,0.079
22810,0.049,0.079
22811,0.049,0.079
22812,0.048,0.079
22813,0.048,0.079
22814,0.048,0.079
22815,0.048,0.079
22816,0.048,0.079
22817,0.048,0.079
22818,0.048,0.08
22819,0.048,0.08
22820,0.048,0.08
22821,0.048,0.08
22822,0.048,0.08
22823,0.048,0.08
22824,0.048,0.08
22825,0.048,0.08
22826,0.048,0.08
22827,0.049,0.08
22828,0.049,0.08
22829,0.049,0.08
22830,0.049,0.081
22831,0.049,0.081
22832,0.049,0.081
22833,0.049,0.081
22834,0.049,0.081
22835,0.049,0.08
22836,0.049,0.08
22837,0.049,0.08
22838,0.049,0.08
22839,0.049,0.08
22840,0.049,0.08
22841,0.049,0.079
22842,0.049,0.079
22843,0.049,0.079
22844,0.049,0.079
22845,0.049,0.079
22846,0.049,0.078
22847,0.049,0.078
22848,0.049,0.078
22849,0.049,0.078
22850,0.049,0.077
22851,0.049,0.077
22852,0.049,0.077
22853,0.049,0.077
22854,0.049,0.077
22855,0.049,0.078
22856,0.049,0.078
22857,0.049,0.078
22858,0.049,0.078
22859,0.049,0.078
22860,0.049,0.078
22861,0.049,0.078
22862,0.049,0.077
22863,0.049,0.077
22864,0.049,0.077
22865,0.049,0.077
22866,0.049,0.078
22867,0.049,0.078
22868,0.049,0.078
22869,0.049,0.078
22870,0.049,0.079
22871,0.049,0.079
22872,0.049,0.079
22873,0.049,0.079
22874,0.049,0.079
22875,0.049,0.079
22876,0.049,0.079
22877,0.049,0.079
22878,0.049,0.079
22879,0.049,0.079
22880,0.049,0.078
22881,0.049,0.079
22882,0.049,0.079
22883,0.049,0.079
22884,0.049,0.079
22885,0.049,0.078
22886,0.049,0.078
22887,0.048,0.078
22888,0.048,0.078
22889,0.048,0.078
22890,0.048,0.078
22891,0.048,0.078
22892,0.047,0.078
22893,0.047,0.078
22894,0.047,0.078
22895,0.047,0.078
22896,0.047,0.077
22897,0.047,0.077
22898,0.047,0.077
22899,0.047,0.077
22900,0.047,0.077
22901,0.047,0.077
22902,0.047,0.077
22903,0.047,0.077
22904,0.047,0.077
22905,0.047,0.076
22906,0.046,0.076
22907,0.046,0.076
22908,0.047,0.076
22909,0.047,0.076
22910,0.047,0.076
22911,0.047,0.076
22912,0.047,0.076
22913,0.047,0.076
22914,0.047,0.076
22915,0.047,0.076
22916,0.047,0.076
22917,0.047,0.076
22918,0.047,0.076
22919,0.047,0.076
22920,0.047,0.076
22921,0.047,0.076
22922,0.047,0.076
22923,0.047,0.076
22924,0.047,0.076
22925,0.047,0.076
22926,0.047,0.076
22927,0.047,0.075
22928,0.047,0.075
22929,0.048,0.075
22930,0.048,0.075
22931,0.048,0.075
22932,0.048,0.075
22933,0.048,0.075
22934,0.048,0.075
22935,0.048,0.075
22936,0.048,0.075
22937,0.048,0.076
22938,0.048,0.076
22939,0.048,0.075
22940,0.048,0.075
22941,0.048,0.076
22942,0.048,0.076
22943,0.048,0.076
22944,0.048,0.076
22945,0.048,0.075
22946,0.047,0.076
22947,0.047,0.076
22948,0.047,0.076
22949,0.047,0.076
22950,0.047,0.076
22951,0.047,0.076
22952,0.047,0.077
22953,0.047,0.077
22954,0.047,0.076
22955,0.047,0.076
22956,0.047,0.076
22957,0.047,0.076
22958,0.047,0.076
22959,0.047,0.075
22960,0.047,0.075
22961,0.047,0.075
22962,0.047,0.075
22963,0.046,0.075
22964,0.046,0.075
22965,0.046,0.075
22966,0.046,0.075
22967,0.046,0.075
22968,0.047,0.075
22969,0.047,0.074
22970,0.047,0.074
22971,0.047,0.075
22972,0.047,0.075
22973,0.047,0.075
22974,0.047,0.075
22975,0.047,0.075
22976,0.047,0.075
22977,0.047,0.075
22978,0.047,0.075
22979,0.047,0.074
22980,0.047,0.074
22981,0.047,0.074
22982,0.046,0.074
22983,0.046,0.074
22984,0.046,0.074
22985,0.046,0.074
22986,0.046,0.074
22987,0.045,0.074
22988,0.046,0.074
22989,0.046,0.074
22990,0.046,0.074
22991,0.046,0.073
22992,0.046,0.073
22993,0.046,0.073
22994,0.045,0.073
22995,0.045,0.073
22996,0.044,0.073
22997,0.044,0.073
22998,0.044,0.073
22999,0.044,0.073
23000,0.044,0.073
23001,0.044,0.073
23002,0.044,0.073
23003,0.044,0.073
23004,0.044,0.074
23005,0.044,0.074
23006,0.044,0.074
23007,0.044,0.074
23008,0.044,0.074
23009,0.044,0.075
23010,0.044,0.075
23011,0.044,0.075
23012,0.044,0.074
23013,0.044,0.074
23014,0.044,0.074
23015,0.043,0.074
23016,0.043,0.074
23017,0.043,0.075
23018,0.043,0.075
23019,0.043,0.076
23020,0.043,0.076
23021,0.043,0.076
23022,0.044,0.076
23023,0.044,0.075
23024,0.044,0.075
23025,0.044,0.075
23026,0.044,0.075
23027,0.044,0.075
23028,0.044,0.075
23029,0.044,0.075
23030,0.044,0.075
23031,0.044,0.074
23032,0.044,0.074
23033,0.044,0.074
23034,0.043,0.075
23035,0.043,0.075
23036,0.044,0.075
23037,0.044,0.075
23038,0.044,0.075
23039,0.045,0.075
23040,0.045,0.075
23041,0.045,0.075
23042,0.045,0.076
23043,0.045,0.076
23044,0.044,0.076
23045,0.044,0.076
23046,0.045,0.076
23047,0.045,0.076
23048,0.045,0.077
23049,0.045,0.076
23050,0.045,0.076
23051,0.045,0.076
23052,0.045,0.076
23053,0.045,0.075
23054,0.045,0.075
23055,0.045,0.075
23056,0.045,0.075
23057,0.046,0.075
23058,0.046,0.075
23059,0.046,0.075
23060,0.046,0.075
23061,0.046,0.075
23062,0.046,0.076
23063,0.046,0.075
23064,0.046,0.075
23065,0.047,0.075
23066,0.047,0.075
23067,0.046,0.075
23068,0.047,0.075
23069,0.047,0.075
23070,0.047,0.076
23071,0.047,0.076
23072,0.047,0.076
23073,0.047,0.076
23074,0.047,0.076
23075,0.047,0.076
23076,0.047,0.076
23077,0.047,0.076
23078,0.047,0.076
23079,0.047,0.076
23080,0.047,0.076
23081,0.046,0.076
23082,0.046,0.076
