,a,e
10037,0.059,0.087
10038,0.059,0.087
10039,0.059,0.087
10040,0.059,0.087
10041,0.059,0.087
10042,0.059,0.087
10043,0.058,0.087
10044,0.058,0.087
10045,0.058,0.087
10046,0.058,0.087
10047,0.058,0.087
10048,0.058,0.087
10049,0.058,0.087
10050,0.058,0.087
10051,0.059,0.087
10052,0.059,0.087
10053,0.059,0.087
10054,0.059,0.087
10055,0.059,0.087
10056,0.059,0.087
10057,0.059,0.086
10058,0.059,0.086
10059,0.059,0.086
10060,0.059,0.086
10061,0.059,0.085
10062,0.059,0.085
10063,0.059,0.085
10064,0.059,0.085
10065,0.059,0.085
10066,0.058,0.085
10067,0.058,0.085
10068,0.059,0.085
10069,0.059,0.085
10070,0.059,0.085
10071,0.059,0.085
10072,0.059,0.084
10073,0.059,0.085
10074,0.059,0.085
10075,0.058,0.086
10076,0.058,0.086
10077,0.058,0.086
10078,0.058,0.086
10079,0.058,0.086
10080,0.058,0.086
10081,0.059,0.086
10082,0.059,0.086
10083,0.059,0.087
10084,0.059,0.087
10085,0.059,0.087
10086,0.059,0.086
10087,0.059,0.086
10088,0.06,0.086
10089,0.06,0.086
10090,0.06,0.085
10091,0.06,0.085
10092,0.06,0.085
10093,0.06,0.085
10094,0.06,0.085
10095,0.06,0.084
10096,0.06,0.084
10097,0.06,0.084
10098,0.06,0.084
10099,0.06,0.084
10100,0.059,0.084
10101,0.059,0.084
10102,0.059,0.084
10103,0.059,0.083
10104,0.059,0.083
10105,0.059,0.083
10106,0.058,0.083
10107,0.058,0.083
10108,0.058,0.083
10109,0.058,0.083
10110,0.058,0.083
10111,0.058,0.084
10112,0.058,0.084
10113,0.058,0.084
10114,0.058,0.084
10115,0.058,0.084
10116,0.058,0.084
10117,0.058,0.084
10118,0.058,0.084
10119,0.058,0.084
10120,0.058,0.083
10121,0.059,0.083
10122,0.059,0.083
10123,0.059,0.083
10124,0.059,0.083
10125,0.059,0.083
10126,0.059,0.083
10127,0.059,0.083
10128,0.059,0.083
10129,0.059,0.082
10130,0.059,0.082
10131,0.059,0.082
10132,0.059,0.081
10133,0.059,0.081
10134,0.059,0.081
10135,0.059,0.081
10136,0.059,0.082
10137,0.058,0.082
10138,0.058,0.082
10139,0.058,0.082
10140,0.058,0.082
10141,0.058,0.082
10142,0.058,0.082
10143,0.058,0.083
10144,0.058,0.083
10145,0.058,0.083
10146,0.058,0.083
10147,0.058,0.083
10148,0.058,0.084
10149,0.058,0.084
10150,0.058,0.085
10151,0.058,0.085
10152,0.058,0.085
10153,0.058,0.085
10154,0.058,0.085
10155,0.058,0.085
10156,0.058,0.085
10157,0.058,0.085
10158,0.058,0.084
10159,0.058,0.084
10160,0.058,0.084
10161,0.058,0.083
10162,0.058,0.083
10163,0.058,0.083
10164,0.058,0.082
10165,0.058,0.082
10166,0.058,0.082
10167,0.058,0.081
10168,0.058,0.082
10169,0.058,0.082
10170,0.059,0.082
10171,0.059,0.082
10172,0.059,0.082
10173,0.059,0.082
10174,0.059,0.082
10175,0.059,0.082
10176,0.058,0.082
10177,0.058,0.082
10178,0.058,0.082
10179,0.058,0.082
10180,0.058,0.082
10181,0.058,0.082
10182,0.058,0.082
10183,0.058,0.082
10184,0.058,0.082
10185,0.058,0.082
10186,0.058,0.082
10187,0.058,0.082
10188,0.058,0.082
10189,0.058,0.082
10190,0.058,0.082
10191,0.058,0.082
10192,0.058,0.081
10193,0.058,0.081
10194,0.058,0.081
10195,0.058,0.081
10196,0.058,0.081
10197,0.058,0.081
10198,0.058,0.081
10199,0.058,0.081
10200,0.057,0.081
10201,0.057,0.081
10202,0.057,0.08
10203,0.057,0.08
10204,0.057,0.08
10205,0.057,0.08
10206,0.057,0.08
10207,0.057,0.08
10208,0.057,0.08
10209,0.056,0.081
10210,0.056,0.081
10211,0.056,0.081
10212,0.056,0.081
10213,0.056,0.081
10214,0.056,0.081
10215,0.055,0.081
10216,0.055,0.081
10217,0.055,0.081
10218,0.055,0.08
10219,0.055,0.08
10220,0.055,0.08
10221,0.055,0.08
10222,0.055,0.08
10223,0.055,0.079
10224,0.055,0.08
10225,0.055,0.079
10226,0.055,0.08
10227,0.055,0.08
10228,0.055,0.079
10229,0.055,0.079
10230,0.055,0.079
10231,0.055,0.079
10232,0.055,0.079
10233,0.054,0.079
10234,0.054,0.079
10235,0.054,0.079
10236,0.054,0.079
10237,0.054,0.078
10238,0.054,0.078
10239,0.054,0.078
10240,0.054,0.078
10241,0.054,0.078
10242,0.054,0.078
10243,0.054,0.078
10244,0.054,0.078
10245,0.054,0.078
10246,0.055,0.078
10247,0.055,0.078
10248,0.055,0.078
10249,0.055,0.078
10250,0.055,0.078
10251,0.055,0.078
10252,0.055,0.078
10253,0.054,0.078
10254,0.054,0.078
10255,0.054,0.078
10256,0.054,0.079
10257,0.054,0.079
10258,0.054,0.079
10259,0.054,0.079
10260,0.054,0.079
10261,0.055,0.079
10262,0.055,0.079
10263,0.055,0.079
10264,0.055,0.079
10265,0.055,0.079
10266,0.055,0.079
10267,0.055,0.079
10268,0.055,0.079
10269,0.056,0.079
10270,0.056,0.079
10271,0.056,0.079
10272,0.055,0.079
10273,0.055,0.08
10274,0.055,0.079
10275,0.055,0.079
10276,0.055,0.079
10277,0.055,0.08
10278,0.055,0.08
10279,0.055,0.081
10280,0.055,0.081
10281,0.055,0.08
10282,0.055,0.081
10283,0.055,0.081
10284,0.055,0.081
10285,0.055,0.081
10286,0.054,0.081
10287,0.054,0.082
10288,0.054,0.082
10289,0.054,0.082
10290,0.054,0.082
10291,0.054,0.082
10292,0.054,0.082
10293,0.054,0.082
10294,0.054,0.082
10295,0.054,0.082
10296,0.054,0.082
10297,0.054,0.082
10298,0.054,0.081
10299,0.054,0.081
10300,0.054,0.081
10301,0.054,0.08
10302,0.054,0.08
10303,0.054,0.08
10304,0.053,0.08
10305,0.053,0.08
10306,0.053,0.08
10307,0.053,0.08
10308,0.053,0.08
10309,0.053,0.08
10310,0.054,0.08
10311,0.054,0.08
10312,0.054,0.08
10313,0.055,0.08
10314,0.055,0.08
10315,0.055,0.08
10316,0.055,0.08
10317,0.055,0.08
10318,0.056,0.08
10319,0.056,0.08
10320,0.056,0.08
10321,0.056,0.08
10322,0.056,0.08
10323,0.056,0.08
10324,0.056,0.079
10325,0.056,0.079
10326,0.056,0.079
10327,0.056,0.079
10328,0.056,0.079
10329,0.056,0.079
10330,0.056,0.079
10331,0.057,0.079
10332,0.057,0.079
10333,0.057,0.079
10334,0.057,0.079
10335,0.057,0.079
10336,0.057,0.079
10337,0.057,0.079
10338,0.057,0.08
10339,0.057,0.08
10340,0.057,0.08
10341,0.057,0.08
10342,0.057,0.079
10343,0.057,0.079
10344,0.057,0.079
10345,0.057,0.079
10346,0.057,0.079
10347,0.057,0.079
10348,0.057,0.079
10349,0.057,0.08
10350,0.057,0.08
10351,0.057,0.08
10352,0.057,0.08
10353,0.058,0.08
10354,0.058,0.08
10355,0.058,0.08
10356,0.058,0.081
10357,0.058,0.08
10358,0.058,0.08
10359,0.057,0.08
10360,0.057,0.08
10361,0.057,0.08
10362,0.057,0.08
10363,0.057,0.08
10364,0.057,0.08
10365,0.057,0.08
10366,0.057,0.08
10367,0.057,0.079
10368,0.057,0.079
10369,0.057,0.078
10370,0.057,0.078
10371,0.058,0.078
10372,0.058,0.078
10373,0.058,0.077
10374,0.058,0.077
10375,0.058,0.077
10376,0.058,0.077
10377,0.058,0.077
10378,0.059,0.077
10379,0.059,0.077
10380,0.059,0.077
10381,0.059,0.077
10382,0.059,0.077
10383,0.059,0.078
10384,0.06,0.078
10385,0.06,0.077
10386,0.06,0.077
10387,0.06,0.077
10388,0.06,0.077
10389,0.06,0.077
10390,0.059,0.078
10391,0.059,0.078
10392,0.059,0.078
10393,0.059,0.078
10394,0.059,0.078
10395,0.059,0.078
10396,0.059,0.078
10397,0.058,0.078
10398,0.058,0.078
10399,0.058,0.078
10400,0.058,0.077
10401,0.059,0.077
10402,0.059,0.077
10403,0.059,0.077
10404,0.059,0.077
10405,0.059,0.078
10406,0.059,0.079
10407,0.059,0.079
10408,0.059,0.079
10409,0.059,0.079
10410,0.059,0.08
10411,0.06,0.08
10412,0.06,0.08
10413,0.06,0.08
10414,0.06,0.08
10415,0.06,0.08
10416,0.06,0.08
10417,0.06,0.079
10418,0.06,0.079
10419,0.06,0.079
10420,0.059,0.079
10421,0.059,0.079
10422,0.059,0.08
10423,0.059,0.08
10424,0.059,0.08
10425,0.059,0.08
10426,0.06,0.08
10427,0.06,0.08
10428,0.06,0.08
10429,0.06,0.08
10430,0.06,0.08
10431,0.061,0.079
10432,0.061,0.079
10433,0.061,0.079
10434,0.061,0.079
10435,0.061,0.079
10436,0.061,0.079
10437,0.061,0.079
10438,0.061,0.079
10439,0.061,0.079
10440,0.061,0.079
10441,0.061,0.079
10442,0.061,0.078
10443,0.061,0.078
10444,0.061,0.078
10445,0.06,0.079
10446,0.06,0.079
10447,0.06,0.079
10448,0.061,0.079
10449,0.06,0.079
10450,0.06,0.079
10451,0.061,0.078
10452,0.061,0.078
10453,0.061,0.079
10454,0.06,0.079
10455,0.06,0.079
10456,0.06,0.079
10457,0.061,0.079
10458,0.061,0.079
10459,0.061,0.079
10460,0.061,0.079
10461,0.061,0.079
10462,0.061,0.078
10463,0.061,0.078
10464,0.061,0.078
10465,0.061,0.078
10466,0.061,0.079
10467,0.061,0.078
10468,0.06,0.078
10469,0.061,0.078
10470,0.061,0.078
10471,0.061,0.079
10472,0.061,0.079
10473,0.061,0.079
10474,0.06,0.079
10475,0.06,0.079
10476,0.06,0.079
10477,0.059,0.079
10478,0.059,0.079
10479,0.059,0.079
10480,0.059,0.079
10481,0.059,0.08
10482,0.059,0.08
10483,0.059,0.08
10484,0.059,0.08
10485,0.059,0.081
10486,0.059,0.081
10487,0.059,0.081
10488,0.059,0.081
10489,0.059,0.081
10490,0.059,0.081
10491,0.059,0.081
10492,0.059,0.081
10493,0.059,0.081
10494,0.059,0.081
10495,0.059,0.082
10496,0.059,0.082
10497,0.059,0.082
10498,0.059,0.082
10499,0.059,0.082
10500,0.059,0.083
10501,0.059,0.083
10502,0.058,0.084
10503,0.058,0.084
10504,0.058,0.083
10505,0.059,0.083
10506,0.059,0.083
10507,0.058,0.083
10508,0.059,0.083
10509,0.059,0.083
10510,0.059,0.083
10511,0.059,0.083
10512,0.059,0.082
10513,0.059,0.082
10514,0.059,0.081
10515,0.059,0.081
10516,0.059,0.081
10517,0.059,0.08
10518,0.059,0.08
10519,0.059,0.08
10520,0.06,0.08
10521,0.06,0.08
10522,0.06,0.079
10523,0.06,0.079
10524,0.061,0.079
10525,0.061,0.079
10526,0.061,0.079
10527,0.061,0.079
10528,0.061,0.079
10529,0.061,0.079
10530,0.061,0.079
10531,0.06,0.079
10532,0.061,0.079
10533,0.061,0.079
10534,0.061,0.079
10535,0.061,0.079
10536,0.061,0.08
10537,0.061,0.08
10538,0.061,0.08
10539,0.062,0.08
10540,0.062,0.08
10541,0.062,0.08
10542,0.061,0.08
10543,0.061,0.08
10544,0.061,0.079
10545,0.061,0.079
10546,0.061,0.079
10547,0.061,0.079
10548,0.061,0.079
10549,0.061,0.079
10550,0.061,0.079
10551,0.061,0.079
10552,0.061,0.078
10553,0.061,0.079
10554,0.061,0.079
10555,0.061,0.079
10556,0.061,0.079
10557,0.061,0.078
10558,0.061,0.078
10559,0.061,0.078
10560,0.061,0.078
10561,0.062,0.078
10562,0.062,0.078
10563,0.062,0.078
10564,0.061,0.078
10565,0.061,0.078
10566,0.061,0.078
10567,0.061,0.078
10568,0.061,0.078
10569,0.061,0.079
10570,0.061,0.079
10571,0.061,0.079
10572,0.061,0.079
10573,0.061,0.079
10574,0.061,0.079
10575,0.061,0.079
10576,0.061,0.079
10577,0.061,0.079
10578,0.061,0.079
10579,0.062,0.079
10580,0.062,0.079
10581,0.062,0.079
10582,0.063,0.079
10583,0.063,0.079
10584,0.063,0.079
10585,0.063,0.08
10586,0.063,0.08
10587,0.062,0.08
10588,0.062,0.081
10589,0.062,0.081
10590,0.062,0.082
10591,0.062,0.081
10592,0.062,0.081
10593,0.062,0.081
10594,0.062,0.081
10595,0.062,0.081
10596,0.062,0.081
10597,0.062,0.08
10598,0.062,0.08
10599,0.062,0.08
10600,0.062,0.08
10601,0.062,0.079
10602,0.062,0.079
10603,0.062,0.078
10604,0.063,0.078
10605,0.063,0.078
10606,0.062,0.078
10607,0.062,0.078
10608,0.062,0.078
10609,0.062,0.078
10610,0.062,0.078
10611,0.063,0.077
10612,0.063,0.077
10613,0.063,0.078
10614,0.063,0.078
10615,0.062,0.078
10616,0.062,0.079
10617,0.062,0.08
10618,0.062,0.08
10619,0.062,0.08
10620,0.062,0.08
10621,0.062,0.081
10622,0.062,0.081
10623,0.062,0.081
10624,0.062,0.081
10625,0.062,0.081
10626,0.062,0.081
10627,0.063,0.081
10628,0.063,0.081
10629,0.063,0.081
10630,0.063,0.081
10631,0.063,0.081
10632,0.063,0.08
10633,0.063,0.08
10634,0.063,0.08
10635,0.063,0.081
10636,0.063,0.082
10637,0.063,0.082
10638,0.063,0.082
10639,0.063,0.082
10640,0.063,0.082
10641,0.063,0.082
10642,0.062,0.082
10643,0.062,0.082
10644,0.062,0.082
10645,0.062,0.082
10646,0.062,0.082
10647,0.062,0.082
10648,0.061,0.082
10649,0.061,0.082
10650,0.061,0.082
10651,0.061,0.082
10652,0.061,0.083
10653,0.061,0.083
10654,0.061,0.083
10655,0.061,0.083
10656,0.061,0.083
10657,0.061,0.083
10658,0.061,0.083
10659,0.061,0.084
10660,0.061,0.084
10661,0.061,0.083
10662,0.061,0.082
10663,0.061,0.082
10664,0.061,0.082
10665,0.061,0.082
10666,0.06,0.082
10667,0.06,0.082
10668,0.059,0.082
10669,0.059,0.082
10670,0.059,0.082
10671,0.059,0.082
10672,0.059,0.082
10673,0.059,0.083
10674,0.059,0.083
10675,0.059,0.083
10676,0.059,0.082
10677,0.059,0.083
10678,0.059,0.083
10679,0.059,0.083
10680,0.059,0.083
10681,0.06,0.083
10682,0.06,0.083
10683,0.06,0.083
10684,0.06,0.083
10685,0.06,0.083
10686,0.06,0.083
10687,0.06,0.083
10688,0.06,0.083
10689,0.06,0.083
10690,0.06,0.082
10691,0.06,0.082
10692,0.06,0.082
10693,0.06,0.082
10694,0.061,0.082
10695,0.061,0.082
10696,0.06,0.082
10697,0.06,0.083
10698,0.06,0.083
10699,0.06,0.083
10700,0.059,0.083
10701,0.059,0.083
10702,0.059,0.084
10703,0.059,0.084
10704,0.059,0.084
10705,0.059,0.084
10706,0.059,0.084
10707,0.059,0.084
10708,0.059,0.084
10709,0.058,0.084
10710,0.058,0.084
10711,0.058,0.084
10712,0.058,0.085
10713,0.058,0.085
10714,0.058,0.084
10715,0.058,0.084
10716,0.058,0.084
10717,0.058,0.083
10718,0.058,0.083
10719,0.058,0.083
10720,0.058,0.083
10721,0.058,0.083
10722,0.059,0.083
10723,0.059,0.083
10724,0.059,0.083
10725,0.059,0.083
10726,0.059,0.082
10727,0.059,0.082
10728,0.059,0.082
10729,0.059,0.082
10730,0.059,0.082
10731,0.059,0.082
10732,0.059,0.082
10733,0.059,0.082
10734,0.059,0.082
10735,0.06,0.082
10736,0.06,0.082
10737,0.06,0.082
10738,0.06,0.082
10739,0.06,0.082
10740,0.06,0.081
10741,0.06,0.081
10742,0.06,0.082
10743,0.06,0.082
10744,0.06,0.082
10745,0.06,0.082
10746,0.06,0.082
10747,0.06,0.082
10748,0.06,0.082
10749,0.06,0.082
10750,0.06,0.082
10751,0.059,0.082
10752,0.059,0.082
10753,0.059,0.082
10754,0.058,0.082
10755,0.058,0.082
10756,0.058,0.082
10757,0.058,0.082
10758,0.058,0.082
10759,0.058,0.082
10760,0.058,0.082
10761,0.058,0.082
10762,0.058,0.083
10763,0.058,0.083
10764,0.058,0.082
10765,0.058,0.082
10766,0.059,0.082
10767,0.059,0.082
10768,0.059,0.082
10769,0.059,0.082
10770,0.059,0.082
10771,0.059,0.082
10772,0.059,0.083
10773,0.059,0.083
10774,0.059,0.083
10775,0.058,0.083
10776,0.058,0.083
10777,0.058,0.083
10778,0.058,0.084
10779,0.058,0.084
10780,0.058,0.083
10781,0.058,0.083
10782,0.058,0.083
10783,0.058,0.083
10784,0.058,0.083
10785,0.058,0.082
10786,0.059,0.082
10787,0.059,0.082
10788,0.059,0.082
10789,0.059,0.082
10790,0.059,0.082
10791,0.059,0.081
10792,0.059,0.081
10793,0.059,0.081
10794,0.06,0.081
10795,0.06,0.081
10796,0.06,0.081
10797,0.06,0.081
10798,0.06,0.081
10799,0.06,0.081
10800,0.06,0.08
10801,0.06,0.08
10802,0.06,0.08
10803,0.061,0.08
10804,0.061,0.08
10805,0.061,0.08
10806,0.06,0.08
10807,0.061,0.08
10808,0.061,0.08
10809,0.061,0.08
10810,0.061,0.081
10811,0.061,0.081
10812,0.061,0.081
10813,0.061,0.081
10814,0.061,0.082
10815,0.062,0.082
10816,0.062,0.082
10817,0.062,0.082
10818,0.062,0.082
10819,0.062,0.082
10820,0.063,0.082
10821,0.063,0.082
10822,0.063,0.082
10823,0.063,0.082
10824,0.063,0.082
10825,0.063,0.082
10826,0.063,0.082
10827,0.063,0.081
10828,0.064,0.081
10829,0.064,0.081
10830,0.064,0.081
10831,0.064,0.081
10832,0.065,0.081
10833,0.065,0.081
10834,0.065,0.081
10835,0.066,0.081
10836,0.066,0.081
10837,0.066,0.081
10838,0.065,0.081
10839,0.065,0.082
10840,0.065,0.082
10841,0.065,0.083
10842,0.065,0.083
10843,0.065,0.082
10844,0.065,0.082
10845,0.066,0.082
10846,0.066,0.082
10847,0.066,0.082
10848,0.066,0.083
10849,0.066,0.083
10850,0.066,0.082
10851,0.067,0.082
10852,0.067,0.082
10853,0.067,0.082
10854,0.067,0.082
10855,0.067,0.082
10856,0.067,0.082
10857,0.067,0.082
10858,0.066,0.082
10859,0.066,0.082
10860,0.066,0.083
10861,0.065,0.083
10862,0.065,0.083
10863,0.065,0.083
10864,0.065,0.083
10865,0.064,0.083
10866,0.064,0.083
10867,0.064,0.083
10868,0.063,0.083
10869,0.063,0.084
10870,0.063,0.085
10871,0.063,0.085
10872,0.063,0.086
10873,0.063,0.086
10874,0.063,0.086
10875,0.064,0.086
10876,0.064,0.085
10877,0.063,0.085
10878,0.063,0.085
10879,0.063,0.085
10880,0.063,0.085
10881,0.063,0.084
10882,0.063,0.084
10883,0.063,0.084
10884,0.063,0.084
10885,0.062,0.084
10886,0.062,0.084
10887,0.062,0.084
10888,0.062,0.084
10889,0.062,0.084
10890,0.062,0.084
10891,0.062,0.084
10892,0.062,0.083
10893,0.062,0.083
10894,0.062,0.083
10895,0.062,0.083
10896,0.062,0.083
10897,0.062,0.083
10898,0.062,0.084
10899,0.062,0.084
10900,0.061,0.084
10901,0.061,0.084
10902,0.061,0.085
10903,0.062,0.085
10904,0.062,0.085
10905,0.062,0.085
10906,0.062,0.086
10907,0.062,0.086
10908,0.062,0.086
10909,0.062,0.086
10910,0.062,0.086
10911,0.063,0.086
10912,0.063,0.086
10913,0.063,0.086
10914,0.063,0.085
10915,0.062,0.085
10916,0.062,0.085
10917,0.062,0.085
10918,0.061,0.085
10919,0.061,0.086
10920,0.061,0.086
10921,0.061,0.085
10922,0.061,0.085
10923,0.061,0.085
10924,0.061,0.085
10925,0.061,0.085
10926,0.061,0.086
10927,0.061,0.087
10928,0.061,0.086
10929,0.061,0.086
10930,0.061,0.085
10931,0.061,0.085
10932,0.061,0.085
10933,0.061,0.086
10934,0.061,0.086
10935,0.061,0.086
10936,0.061,0.086
10937,0.061,0.085
10938,0.061,0.085
10939,0.061,0.085
10940,0.061,0.085
10941,0.061,0.085
10942,0.061,0.085
10943,0.062,0.085
10944,0.062,0.085
10945,0.062,0.085
10946,0.062,0.085
10947,0.062,0.085
10948,0.062,0.085
10949,0.061,0.085
10950,0.061,0.085
10951,0.061,0.084
10952,0.061,0.084
10953,0.062,0.084
10954,0.062,0.084
10955,0.061,0.084
10956,0.061,0.084
10957,0.061,0.084
10958,0.061,0.084
10959,0.061,0.084
10960,0.061,0.084
10961,0.061,0.084
10962,0.061,0.084
10963,0.061,0.084
10964,0.061,0.084
10965,0.061,0.085
10966,0.061,0.085
10967,0.061,0.085
10968,0.061,0.085
10969,0.061,0.085
10970,0.061,0.085
10971,0.061,0.085
10972,0.061,0.084
10973,0.061,0.084
10974,0.061,0.083
10975,0.061,0.083
10976,0.061,0.083
10977,0.061,0.083
10978,0.061,0.084
10979,0.061,0.084
10980,0.061,0.084
10981,0.061,0.084
10982,0.061,0.084
10983,0.062,0.084
10984,0.062,0.084
10985,0.062,0.084
10986,0.062,0.084
10987,0.062,0.083
10988,0.062,0.083
10989,0.062,0.084
10990,0.062,0.083
10991,0.062,0.083
10992,0.062,0.083
10993,0.062,0.083
10994,0.062,0.083
10995,0.062,0.083
10996,0.062,0.083
10997,0.062,0.083
10998,0.062,0.083
10999,0.062,0.083
11000,0.062,0.083
11001,0.062,0.083
11002,0.062,0.083
11003,0.062,0.083
11004,0.063,0.083
11005,0.063,0.083
11006,0.063,0.084
11007,0.063,0.084
11008,0.063,0.084
11009,0.063,0.084
11010,0.063,0.084
11011,0.062,0.084
11012,0.062,0.084
11013,0.062,0.084
11014,0.062,0.085
11015,0.062,0.085
11016,0.062,0.085
11017,0.061,0.085
11018,0.061,0.085
11019,0.061,0.085
11020,0.061,0.085
11021,0.061,0.084
11022,0.062,0.084
11023,0.062,0.084
11024,0.062,0.083
11025,0.062,0.083
11026,0.062,0.083
11027,0.062,0.084
11028,0.062,0.084
11029,0.062,0.084
11030,0.062,0.084
11031,0.062,0.085
11032,0.062,0.085
11033,0.062,0.085
11034,0.063,0.085
11035,0.063,0.084
11036,0.063,0.084
11037,0.063,0.084
11038,0.063,0.084
11039,0.063,0.085
11040,0.063,0.085
11041,0.063,0.085
11042,0.063,0.086
11043,0.063,0.086
11044,0.063,0.086
11045,0.063,0.086
11046,0.063,0.086
11047,0.063,0.086
11048,0.063,0.086
11049,0.063,0.086
11050,0.063,0.086
11051,0.063,0.086
11052,0.063,0.086
11053,0.063,0.086
11054,0.063,0.086
11055,0.063,0.086
11056,0.063,0.086
11057,0.063,0.086
11058,0.063,0.086
11059,0.063,0.086
11060,0.063,0.086
11061,0.063,0.086
11062,0.063,0.086
11063,0.063,0.086
11064,0.063,0.086
11065,0.063,0.086
11066,0.063,0.086
11067,0.063,0.086
11068,0.062,0.086
11069,0.062,0.086
11070,0.062,0.086
11071,0.062,0.086
11072,0.062,0.086
11073,0.062,0.085
11074,0.062,0.085
11075,0.062,0.084
11076,0.062,0.084
11077,0.062,0.084
11078,0.062,0.085
11079,0.062,0.085
11080,0.062,0.085
11081,0.061,0.085
11082,0.061,0.085
11083,0.061,0.084
11084,0.062,0.084
11085,0.062,0.084
11086,0.062,0.084
11087,0.062,0.084
11088,0.061,0.084
11089,0.061,0.084
11090,0.061,0.084
11091,0.061,0.085
11092,0.061,0.085
11093,0.061,0.085
11094,0.061,0.085
11095,0.062,0.085
11096,0.062,0.085
11097,0.062,0.085
11098,0.062,0.085
11099,0.062,0.085
11100,0.062,0.085
11101,0.062,0.085
11102,0.062,0.086
11103,0.062,0.086
11104,0.062,0.086
11105,0.062,0.086
11106,0.062,0.086
11107,0.062,0.086
11108,0.062,0.086
11109,0.062,0.086
11110,0.062,0.086
11111,0.062,0.085
11112,0.062,0.085
11113,0.062,0.085
11114,0.062,0.085
11115,0.062,0.085
11116,0.062,0.085
11117,0.062,0.085
11118,0.062,0.085
11119,0.062,0.085
11120,0.062,0.086
11121,0.061,0.086
11122,0.061,0.086
11123,0.061,0.087
11124,0.061,0.087
11125,0.061,0.087
11126,0.061,0.088
11127,0.061,0.088
11128,0.061,0.088
11129,0.061,0.088
11130,0.062,0.088
11131,0.062,0.088
11132,0.062,0.088
11133,0.062,0.088
11134,0.063,0.088
11135,0.063,0.088
11136,0.063,0.087
11137,0.063,0.087
11138,0.063,0.087
11139,0.063,0.087
11140,0.063,0.087
11141,0.063,0.087
11142,0.063,0.087
11143,0.063,0.086
11144,0.063,0.086
11145,0.063,0.086
11146,0.063,0.086
11147,0.063,0.086
11148,0.063,0.085
11149,0.063,0.085
11150,0.064,0.084
11151,0.064,0.084
11152,0.064,0.084
11153,0.064,0.085
11154,0.064,0.085
11155,0.064,0.085
11156,0.064,0.085
11157,0.065,0.085
11158,0.065,0.085
11159,0.065,0.085
11160,0.065,0.085
11161,0.065,0.085
11162,0.065,0.085
11163,0.065,0.085
11164,0.065,0.085
11165,0.065,0.085
11166,0.065,0.085
11167,0.065,0.085
11168,0.065,0.085
11169,0.065,0.085
11170,0.064,0.086
11171,0.064,0.086
11172,0.064,0.086
11173,0.064,0.086
11174,0.064,0.086
11175,0.064,0.086
11176,0.064,0.086
11177,0.064,0.087
11178,0.064,0.087
11179,0.064,0.087
11180,0.065,0.087
11181,0.065,0.087
11182,0.065,0.087
11183,0.065,0.087
11184,0.065,0.087
11185,0.065,0.088
11186,0.065,0.088
11187,0.065,0.088
11188,0.065,0.088
11189,0.065,0.088
11190,0.065,0.088
11191,0.065,0.088
11192,0.065,0.088
11193,0.065,0.088
11194,0.065,0.088
11195,0.065,0.088
11196,0.065,0.088
11197,0.065,0.088
11198,0.065,0.088
11199,0.065,0.088
11200,0.065,0.088
11201,0.065,0.088
11202,0.065,0.088
11203,0.065,0.088
11204,0.065,0.088
11205,0.065,0.088
11206,0.065,0.088
11207,0.065,0.088
11208,0.065,0.088
11209,0.065,0.087
11210,0.065,0.087
11211,0.065,0.087
11212,0.065,0.087
11213,0.065,0.087
11214,0.065,0.087
11215,0.065,0.087
11216,0.065,0.087
11217,0.065,0.087
11218,0.065,0.087
11219,0.065,0.087
11220,0.065,0.087
11221,0.065,0.087
11222,0.065,0.087
11223,0.065,0.088
11224,0.065,0.087
11225,0.065,0.088
11226,0.065,0.087
11227,0.065,0.087
11228,0.065,0.087
11229,0.065,0.087
11230,0.065,0.088
11231,0.065,0.088
11232,0.065,0.088
11233,0.065,0.088
11234,0.065,0.088
11235,0.065,0.088
11236,0.065,0.089
11237,0.065,0.089
11238,0.065,0.089
11239,0.065,0.089
11240,0.065,0.089
11241,0.065,0.089
11242,0.064,0.089
11243,0.064,0.089
11244,0.064,0.089
11245,0.064,0.089
11246,0.063,0.089
11247,0.064,0.089
11248,0.064,0.089
11249,0.064,0.089
11250,0.065,0.089
11251,0.065,0.089
11252,0.065,0.089
11253,0.065,0.089
11254,0.065,0.089
11255,0.065,0.089
11256,0.065,0.088
11257,0.065,0.088
11258,0.065,0.088
11259,0.065,0.089
11260,0.065,0.089
11261,0.064,0.089
11262,0.064,0.09
11263,0.064,0.09
11264,0.064,0.09
11265,0.064,0.09
11266,0.064,0.09
11267,0.064,0.09
11268,0.064,0.09
11269,0.063,0.09
11270,0.063,0.09
11271,0.064,0.09
11272,0.064,0.09
11273,0.064,0.089
11274,0.064,0.089
11275,0.064,0.089
11276,0.064,0.089
11277,0.064,0.088
11278,0.064,0.089
11279,0.064,0.088
11280,0.064,0.088
11281,0.064,0.089
11282,0.064,0.088
11283,0.064,0.088
11284,0.064,0.088
11285,0.064,0.088
11286,0.064,0.088
11287,0.064,0.087
11288,0.064,0.087
11289,0.064,0.087
11290,0.064,0.087
11291,0.064,0.087
11292,0.064,0.087
11293,0.064,0.087
11294,0.064,0.087
11295,0.064,0.087
11296,0.064,0.087
11297,0.064,0.087
11298,0.064,0.087
11299,0.064,0.087
11300,0.064,0.088
11301,0.064,0.088
11302,0.065,0.088
11303,0.065,0.088
11304,0.065,0.088
11305,0.065,0.089
11306,0.066,0.089
11307,0.066,0.089
11308,0.067,0.089
